age	weight	height	attr	sex	horm	mearche	hetero	steady	looking	number_sex1	number_sex2	number_sex3	SOI1	SOI2	SOI3	SOI4	SOI5	SOI6	scan1	scan2	scan3	scan4	scan5	scan6	scan7	scan8	scan9	scan10
24	57.5	164	7	2	1	12	1	2	1	1	1	2	5	2	4	4	3	1	3	8	2	3	3	6	3	6	2	5
20	60	167	6	2	1	12	1	1	NA	2	1	1	5	3	1	3	2	3	2	4	5	2	6	4	5	6	3	2
23	60	180	6	1	NA	NA	1	1	NA	2	1	1	4	4	2	3	3	2	3	5	3	2	2	6	2	6	6	6
23	75	176	8	1	NA	NA	1	2	3	4	5	5	5	5	1	4	3	4	3	3	2	6	7	3	2	4	3	6
22	58	178	7	2	2	14	1	2	1	1	1	1	5	2	3	4	3	2	7	2	2	3	5	5	8	7	4	4
36	66	183	4	1	NA	NA	1	2	1	2	4	4	5	5	2	3	3	2	2	6	4	6	6	3	1	5	3	7
24	65	172	7	1	NA	NA	1	1	NA	2	1	1	5	3	1	4	2	2	4	2	7	5	5	6	2	7	2	7
20	60	176	7	2	1	15	1	1	NA	2	4	4	3	4	3	1	1	2	2	4	6	2	4	4	3	7	3	5
20	58	174	8	1	NA	NA	1	1	NA	3	4	4	5	5	2	2	4	2	2	7	6	6	6	1	1	4	2	5
21	63	172	7	2	1	13	1	2	1	1	2	1	3	2	4	3	2	1	3	6	4	2	6	4	3	4	5	3
21	58	160	7	2	1	12	1	1	NA	2	1	1	4	2	3	2	2	1	4	3	3	3	5	3	4	5	4	6
34	77	182	7	1	NA	NA	1	1	NA	2	1	1	4	4	4	2	1	1	2	4	3	5	5	3	3	5	3	5
43	80	167	6	2	2	14	1	1	NA	2	2	2	3	3	2	2	1	1	2	5	4	4	4	4	5	5	4	5
21	90	195	7	1	NA	NA	1	1	NA	2	1	1	4	3	2	2	2	1	2	2	3	5	7	4	3	7	3	7
18	58	168	5	2	1	11	1	1	NA	2	1	1	1	1	1	2	1	1	4	5	5	4	3	4	4	4	5	5
19	64	170	8	2	2	12	1	2	1	1	1	1	3	2	2	4	2	2	4	2	3	4	5	4	2	5	3	7
21	57	167	8	2	NA	13	1	2	1	1	1	1	4	1	5	2	2	2	7	2	2	2	5	7	7	7	2	2
33	68	176	7	2	1	14	1	1	NA	2	2	2	3	1	3	2	2	2	5	4	4	3	5	5	5	5	4	5
20	62	163	7	2	1	12	3	2	1	2	3	3	4	3	2	4	3	3	2	5	5	5	5	5	3	3	3	5
50	90	182	4	1	NA	NA	1	1	NA	2	3	3	3	3	3	2	2	2	1	8	5	5	5	4	4	1	4	5
20	65	178	8	1	NA	NA	1	2	2	1	1	1	4	3	1	3	4	1	6	6	3	2	7	4	6	6	6	5
20	78	190	7	1	NA	NA	1	2	3	3	4	4	2	3	2	5	4	2	3	1	7	5	6	6	1	3	6	7
19	56	165	6	2	1	14	1	2	3	3	2	3	3	3	2	2	2	1	6	4	4	3	3	4	3	3	2	6
27	78	160	5	2	1	12	1	1	NA	2	1	1	1	2	3	2	2	1	6	4	4	3	5	4	5	5	5	7
27	60	160	6	2	2	14	2	1	NA	2	1	1	4	3	2	2	2	1	3	5	4	4	4	3	4	4	5	5
20	78.1	183	7	1	NA	NA	1	2	1	3	2	3	4	4	2	4	4	3	2	6	6	7	6	3	2	2	3	5
21	58	158	7	2	2	14	1	2	3	1	1	1	5	1	5	2	1	2	5	1	1	1	8	8	8	5	1	5
21	50	167	6	2	2	13	1	2	1	1	1	1	2	2	3	2	2	1	6	3	4	3	4	3	4	5	4	5
21	72	189	7	1	NA	NA	1	2	1	1	1	1	4	4	2	4	3	2	3	4	4	3	5	5	2	3	5	6
20	67	163	6	2	1	12	4	2	2	3	2	3	5	5	1	4	4	2	2	4	5	4	6	6	2	4	4	4
25	56	164	6	2	1	13	3	2	3	1	1	1	5	5	1	1	1	2	5	4	5	5	2	2	2	2	7	5
19	56	159	5	2	2	10	2	1	NA	2	1	1	3	1	5	3	3	2	5	7	5	6	1	2	3	2	4	6
20	62	170	6	2	1	13	1	2	1	1	2	2	4	2	3	2	2	2	5	3	5	2	4	3	7	3	2	6
18	80	170	3	2	2	13	2	2	1	1	1	1	4	2	4	2	2	2	6	3	3	5	3	6	4	5	6	4
20	78	175	6	1	NA	NA	2	2	3	1	1	1	4	4	2	5	2	4	5	3	2	3	6	3	6	8	6	2
23	63	178	8	2	2	12	1	2	1	2	1	1	4	4	4	3	3	2	4	3	4	6	4	4	5	4	4	5
19	85	178	6	2	1	13	1	1	NA	2	1	1	1	1	5	1	1	1	5	4	4	3	5	4	5	4	4	5
23	105	180	2	2	1	11	1	2	1	1	1	1	4	3	4	2	2	2	6	2	2	2	7	5	5	6	4	7
24	70	179	6	1	NA	NA	1	2	1	1	1	1	3	4	2	1	1	1	2	2	1	6	5	6	2	7	2	7
21	78	180	6	1	NA	NA	1	2	3	1	1	1	5	4	2	2	2	2	5	3	5	5	4	3	3	5	4	4
35	65	182	7	1	NA	NA	1	1	NA	2	5	4	4	4	2	3	3	3	2	2	4	5	5	4	2	6	4	5
18	52	168	6	2	2	11	1	2	1	1	1	1	2	3	4	2	2	1	3	4	4	5	3	3	5	5	3	5
21	57	163	6	2	1	14	1	1	NA	2	1	1	4	2	2	1	1	1	6	4	4	3	5	5	5	5	4	5
19	105	180	6	1	NA	NA	1	1	NA	2	1	1	2	5	4	2	2	1	4	6	5	6	4	4	3	4	4	5
23	85	192	7	1	NA	NA	1	2	1	3	2	3	4	4	1	5	5	5	3	2	4	3	2	5	5	7	2	4
29	95	184	5	1	NA	NA	1	2	1	1	3	1	5	2	2	4	3	5	8	1	3	4	6	7	8	5	5	5
28	60	169	7	2	1	12	1	1	NA	2	1	1	2	2	2	2	2	2	2	2	6	6	7	1	2	7	3	7
24	63	171	6	2	1	13	1	1	NA	2	2	2	4	2	3	2	2	2	6	3	3	3	6	6	6	6	3	6
20	62	175	5	2	1	12	1	1	NA	2	1	1	1	1	4	1	1	1	4	5	4	4	4	4	4	5	4	5
27	98	195	8	1	NA	NA	1	1	NA	2	1	2	3	2	1	4	2	1	3	2	7	6	2	3	3	6	2	6
22	56	161	5	2	1	13	1	2	1	1	1	1	4	2	5	3	3	2	8	1	1	1	5	4	1	8	1	8
23	75	170	4	2	1	12	1	2	1	2	1	2	4	3	4	4	2	2	6	4	5	3	3	3	5	5	3	6
32	63	163	7	2	1	15	1	1	NA	2	1	1	4	2	3	2	1	1	4	4	5	5	4	4	5	4	4	5
20	71	178	7	1	NA	NA	1	2	2	3	2	3	5	5	1	4	3	3	4	3	3	4	4	5	3	5	6	5
31	90	181	7	2	2	9	2	1	NA	2	3	3	3	2	3	2	2	2	6	2	2	7	4	7	4	4	5	3
31	67	179	8	1	NA	NA	1	1	NA	5	5	5	5	5	1	2	2	2	6	5	2	3	1	6	6	6	7	3
22	60	173	7	2	2	13	1	2	3	1	1	1	5	3	4	2	2	2	5	3	3	2	2	3	2	6	2	6
19	47	173	8	2	1	12	1	1	NA	2	1	1	5	1	5	1	2	1	5	3	3	4	5	4	5	5	2	3
23	60	161	5	2	1	12	1	1	NA	2	1	1	3	2	2	2	2	1	6	4	3	2	7	4	6	6	4	3
22	48	157	7	2	1	15	1	2	2	3	3	3	5	5	2	2	2	2	6	2	2	2	4	5	5	5	3	7
19	78	187	7	1	NA	NA	1	2	1	2	1	1	4	3	3	5	2	4	3	2	4	4	4	2	4	5	3	3
22	51	167	7	2	1	16	1	1	NA	2	1	1	3	3	2	2	2	1	5	3	3	2	4	4	5	6	4	4
22	65	170	5	2	2	12	1	2	1	1	1	1	3	2	4	2	2	2	5	2	4	4	3	2	2	7	1	5
22	78	189	6	2	1	15	2	1	NA	3	4	5	5	3	1	3	2	3	6	6	4	2	4	7	2	6	2	2
19	62	170	7	2	1	13	1	1	NA	2	1	1	2	1	5	1	1	2	5	4	6	2	3	5	3	6	3	6
22	65	174	7	2	1	12	1	2	3	2	1	1	4	2	4	4	3	1	8	8	1	8	8	1	1	1	8	8
22	56	173	6	2	1	14	1	1	NA	3	3	3	5	1	2	3	2	1	5	4	4	4	5	5	4	5	5	5
22	65	174	6	1	NA	NA	1	2	1	1	2	2	4	2	3	2	2	2	3	3	3	5	7	3	2	6	3	7
21	75	166	6	2	1	13	1	2	1	3	2	2	5	2	1	4	3	2	6	5	2	2	2	2	2	2	2	6
20	51	171	8	2	1	13	1	1	NA	2	1	1	4	4	2	2	1	2	2	4	5	5	4	6	7	6	6	7
28	75	184	7	1	NA	NA	1	1	NA	2	3	4	5	5	1	4	2	4	2	2	2	6	7	3	1	4	2	6
20	86	190	8	1	NA	NA	1	2	3	1	1	1	5	2	5	2	2	2	4	3	2	3	6	5	4	4	5	3
27	75	159	6	2	2	12	1	1	NA	2	1	1	3	2	4	3	2	2	4	6	4	3	4	3	3	5	4	6
22	65	170	8	2	1	14	1	1	NA	2	2	1	5	4	3	2	2	3	6	6	3	3	3	3	6	7	4	6
21	73	173	4	1	NA	NA	1	2	1	1	1	1	3	1	4	4	3	2	5	3	3	5	7	2	2	7	6	8
28	57	165	7	2	1	15	1	1	NA	2	4	3	4	2	3	2	1	1	3	5	4	4	5	4	4	6	4	5
23	100	201	6	1	NA	NA	1	2	1	1	1	1	5	5	1	4	3	4	5	5	3	4	3	4	3	5	4	3
18	58	173	8	2	1	15	1	1	NA	2	1	1	2	1	4	2	1	2	4	3	3	2	4	5	4	6	4	6
29	73	176	7	2	2	12	3	1	NA	2	2	1	2	1	4	3	2	2	5	4	4	2	5	5	4	5	4	5
28	70	168	6	2	1	12	1	1	NA	2	1	2	3	1	1	2	1	1	4	4	3	5	3	5	6	5	3	3
19	53	172	4	1	NA	NA	1	2	1	1	1	1	1	1	2	5	3	3	3	3	4	5	5	5	6	7	5	6
18	68	173	6	2	1	11	1	1	NA	3	3	3	3	4	2	2	2	2	6	2	2	1	2	4	7	6	3	7
20	60	179	6	1	NA	NA	1	1	NA	2	1	1	5	4	2	4	3	2	2	5	5	7	7	2	2	7	2	5
26	57	156	6	2	1	12	1	1	NA	2	1	1	3	1	4	1	1	1	6	4	2	1	1	6	5	7	2	8
21	58	165	8	2	1	12	1	1	NA	4	2	4	4	4	2	4	4	4	6	4	3	3	5	2	5	6	5	2
36	80	180	5	1	NA	NA	3	2	1	4	5	5	5	5	1	2	1	1	4	4	4	4	4	4	4	4	4	4
19	60	178	7	2	1	13	1	2	3	2	1	1	3	2	5	2	2	1	6	5	3	5	3	3	6	6	2	2
25	62	168	7	2	2	14	1	2	1	1	1	1	3	1	2	1	2	1	1	4	4	4	5	5	4	5	4	4
25	74	166	6	2	1	12	2	1	NA	4	4	4	4	4	1	2	2	1	7	2	3	2	5	6	3	4	5	6
25	63	172	7	2	1	11	1	2	1	2	5	2	3	2	4	3	3	2	7	4	4	3	4	4	6	6	5	4
19	66	170	6	2	1	14	1	2	1	1	1	1	2	3	2	2	2	2	6	3	3	3	3	5	3	6	4	7
20	74	190	7	1	NA	NA	1	2	1	1	1	1	4	4	3	3	4	4	2	2	3	5	6	4	2	5	3	6
22	50	163	6	2	1	12	1	1	NA	2	1	1	3	1	4	1	1	1	6	4	3	5	5	5	3	3	4	6
32	69	176	6	2	2	13	1	1	NA	2	5	4	4	4	1	1	1	1	7	7	1	1	4	4	6	4	4	2
23	70	170	3	1	NA	NA	1	2	1	1	1	1	4	2	4	3	2	4	4	4	4	5	6	4	3	6	3	6
29	78	187	7	1	NA	NA	3	1	NA	2	5	5	4	4	1	3	3	3	6	3	4	4	3	4	6	5	6	5
25	62.5	170	7	2	1	12	1	1	NA	2	2	1	2	2	2	2	2	2	5	4	5	3	6	3	6	6	3	6
23	67	187	5	1	NA	NA	1	2	3	1	1	1	3	3	4	1	1	1	4	8	4	4	5	7	7	7	7	6
20	64	167	6	1	NA	NA	1	2	3	2	1	1	4	3	2	5	2	2	3	2	4	5	4	6	4	7	4	4
21	60	169	9	2	1	11	1	1	NA	2	1	1	2	2	5	5	1	2	6	4	5	2	6	6	5	7	3	5
21	58	168	6	2	2	12	1	2	3	1	1	1	1	1	5	2	1	2	5	5	6	5	4	2	2	2	5	6
19	54	159	5	2	NA	10	1	1	NA	1	1	1	3	1	4	3	1	1	3	6	3	3	6	6	6	6	3	6
19	56	170	7	2	1	14	1	1	NA	2	2	1	3	2	4	3	3	2	4	5	3	3	4	3	5	5	4	5
22	64	155	6	2	1	16	1	2	2	2	2	1	4	2	2	3	2	1	5	4	5	4	4	3	3	6	4	6
19	64	168	5	2	2	14	1	1	NA	1	1	1	1	1	5	4	1	2	3	6	2	2	4	4	4	4	3	4
23	58	163	7	2	1	12	1	1	NA	2	1	1	2	1	4	2	1	1	6	6	3	2	6	7	3	6	2	5
20	55	160	8	2	2	13	1	2	3	1	1	1	1	1	5	1	1	1	7	2	7	1	2	8	1	8	1	2
21	57	162	5	2	1	14	3	1	NA	2	1	1	3	2	4	2	2	2	3	5	4	4	4	4	4	5	4	4
18	58	170	6	2	1	14	1	2	1	2	2	1	3	2	3	4	4	1	7	4	1	1	8	8	5	8	1	5
25	87	183	6	1	NA	NA	1	1	NA	2	1	2	4	5	1	5	3	4	3	2	2	2	4	3	2	4	3	5
18	58	177	7	1	NA	NA	3	2	3	2	2	1	3	1	3	2	2	2	6	4	4	4	4	5	5	5	5	3
21	56	164	7	2	1	12	1	1	NA	2	1	1	4	2	2	2	2	2	3	2	4	5	2	5	7	3	3	6
25	60	168	5	2	1	12	1	2	1	4	3	4	2	1	3	4	5	2	3	6	2	2	8	2	2	6	5	8
27	68	168	7	2	2	12	1	2	1	5	5	5	5	4	2	4	3	3	6	4	5	3	4	6	7	6	3	7
22	82	187	6	1	NA	NA	1	1	NA	2	1	1	4	2	4	2	2	1	3	6	4	3	6	6	3	6	5	6
28	80	177	6	1	NA	NA	1	1	NA	2	4	5	5	5	1	4	2	4	3	2	4	6	7	2	1	5	2	6
22	66	169	7	2	1	13	1	2	1	3	5	4	5	4	2	5	4	5	3	2	2	3	4	3	5	6	4	6
20	60	179	6	1	NA	NA	1	1	NA	2	1	1	4	5	4	2	2	1	2	3	3	2	3	3	3	4	2	3
21	70	186	7	1	NA	NA	1	2	1	2	3	3	4	2	4	1	2	1	3	4	4	4	4	4	5	5	4	5
34	80	161	6	2	2	14	1	1	NA	2	2	2	3	1	4	2	1	1	5	4	4	4	5	4	3	5	4	4
19	67	185	7	1	NA	NA	1	2	1	1	1	1	2	1	5	5	1	2	4	2	3	5	5	3	3	4	3	5
23	66	175	7	1	NA	NA	1	1	NA	2	2	1	3	3	2	4	3	4	2	7	6	6	5	2	2	7	5	6
27	50	152	3	2	1	13	1	1	NA	2	1	1	5	2	2	3	2	2	7	2	2	1	4	4	7	5	6	4
19	55	170	6	2	NA	12	1	2	2	3	1	2	4	5	2	4	3	1	4	8	8	8	8	8	1	1	5	8
22	59	174	7	2	1	13	1	1	NA	4	5	5	5	5	1	3	2	3	4	4	4	6	6	6	4	4	4	4
22	61	162	8	2	1	12	1	1	NA	2	1	1	2	3	4	2	2	1	3	2	2	2	2	1	2	4	4	5
18	64	170	3	2	2	15	4	2	3	1	1	1	4	2	3	3	2	1	3	2	4	5	3	4	5	6	3	4
18	60	167	6	2	1	14	1	2	3	1	1	1	4	1	4	2	2	2	2	6	5	5	4	4	4	6	4	7
18	54	173	6	1	NA	NA	1	2	1	1	1	1	3	1	3	5	2	2	6	3	2	3	5	3	6	3	4	6
19	69	196	7	1	NA	NA	1	1	NA	2	1	1	5	4	2	3	2	2	3	3	4	5	4	3	6	7	3	6
24	62	165	7	2	1	14	1	1	NA	2	1	1	5	3	2	3	2	1	3	7	4	6	2	4	2	6	3	7
21	52	165	7	2	1	11	1	1	NA	2	1	1	4	2	4	2	1	1	2	6	5	5	2	3	3	4	5	6
21	65	178	7	2	2	12	2	1	NA	2	2	1	5	2	3	3	2	2	6	5	3	2	6	7	6	5	4	4
22	63	165	7	2	1	12	1	1	NA	2	1	1	4	2	3	2	2	2	3	6	4	1	4	4	5	3	4	6
21	62	168	7	2	1	14	1	2	1	2	2	1	5	2	4	2	2	2	6	4	4	4	4	5	4	5	3	5
27	192	171	6	1	NA	NA	1	1	NA	2	3	2	5	4	1	1	3	1	1	7	3	1	2	5	2	6	7	6
18	89	193	7	1	NA	NA	1	2	3	2	1	1	2	2	3	4	3	3	3	4	4	5	4	4	3	6	3	6
19	77	189	6	1	NA	NA	3	1	NA	2	1	1	3	3	4	4	2	2	5	3	5	5	5	4	5	5	5	4
25	58	165	5	2	1	13	1	1	NA	2	1	1	4	1	5	2	1	1	3	6	6	7	2	2	2	3	4	5
17	72	183	6	1	NA	NA	1	2	3	1	1	1	5	4	3	4	2	1	3	7	4	2	5	6	3	6	7	7
20	68	181	8	1	NA	NA	1	1	NA	2	1	1	5	5	2	4	2	2	1	2	7	7	7	2	2	5	3	6
19	53	165	6	2	1	13	1	1	NA	2	2	1	3	3	3	2	1	2	6	4	3	3	5	5	5	5	4	5
25	75	186	7	1	NA	NA	1	2	2	1	1	1	4	5	2	3	3	3	4	2	4	4	5	6	2	6	4	5
22	60	168	7	2	1	11	1	1	NA	2	2	2	3	1	3	2	2	1	5	3	2	4	5	4	5	7	3	6
26	53	170	8	2	1	14	1	1	NA	3	3	2	4	4	1	2	2	1	5	4	4	4	4	4	5	5	4	4
22	46	160	7	2	1	15	1	1	NA	2	2	3	1	2	5	3	3	3	6	4	3	3	4	4	6	6	4	4
26	70	181	5	2	1	13	1	2	3	1	2	2	5	2	3	2	2	2	2	4	2	1	3	2	2	4	3	7
21	59	168	9	2	2	13	1	1	NA	2	2	1	3	1	5	1	1	2	3	6	7	6	7	7	2	2	7	2
18	84	183	7	1	NA	NA	3	2	2	1	1	1	5	5	1	4	4	3	6	3	6	1	1	7	8	6	7	2
29	76	178	6	1	NA	NA	1	2	1	1	1	1	4	5	1	5	4	5	7	6	3	3	5	5	7	5	7	3
21	77	179	8	1	NA	NA	1	2	3	1	1	1	2	4	5	5	4	5	2	6	1	7	5	2	7	7	2	7
25	85	173	4	2	2	14	1	1	NA	2	5	5	5	5	1	3	3	2	7	2	2	3	5	8	7	6	2	6
24	53	160	8	2	1	12	1	2	1	2	1	1	4	2	3	4	3	3	2	6	5	5	3	2	3	5	5	7
25	62	176	8	2	1	12	1	1	NA	3	4	3	4	3	2	3	2	2	8	2	3	2	5	4	4	5	4	6
19	72	168	4	2	2	13	1	2	1	1	1	1	1	1	5	4	2	2	3	2	1	6	3	5	7	8	2	8
21	64	167	8	2	1	11	1	1	NA	3	4	2	5	4	1	2	2	2	5	6	3	2	4	3	3	6	4	7
19	40	156	5	2	2	14	2	1	NA	2	2	1	4	5	2	3	2	2	5	2	2	2	4	5	7	7	4	5
33	87	185	6	1	NA	NA	1	1	NA	2	4	4	4	3	1	3	2	1	3	4	2	3	3	3	2	7	5	6
18	56	164	3	2	2	13	1	2	3	1	1	1	3	3	3	2	1	1	6	5	3	5	6	3	4	6	2	6
23	60	180	9	2	1	16	4	2	1	2	2	1	3	1	5	4	3	4	5	2	2	3	5	7	5	6	3	4
18	75	184	6	1	NA	NA	4	1	NA	2	1	1	5	5	1	4	3	3	3	5	2	3	6	5	5	6	3	7
23	65	173	6	1	NA	NA	1	2	1	1	1	1	4	4	5	4	2	2	3	2	4	5	5	4	4	4	4	5
18	48	156	4	2	2	11	1	2	3	1	1	1	5	2	2	3	2	2	6	5	2	2	5	6	6	4	3	6
19	47	155	7	2	NA	13	1	2	3	1	1	1	1	3	5	2	1	1	8	8	5	4	4	4	4	4	5	5
25	59	172	8	2	1	11	1	1	NA	2	1	1	3	2	4	2	1	1	4	3	4	4	5	5	6	5	4	5
23	49	172	9	2	1	14	2	2	2	4	1	4	5	5	1	5	4	4	8	4	8	1	8	8	8	5	4	4
21	57	168	7	2	2	11	1	1	NA	2	1	1	4	4	2	1	1	1	6	2	5	3	5	3	4	5	5	5
23	63	163	5	2	2	11	1	2	1	1	1	1	2	1	5	5	3	4	3	6	3	5	3	3	2	5	4	6
23	82	181	7	1	NA	NA	1	1	NA	2	1	1	5	4	4	2	1	2	2	4	4	2	6	2	2	5	2	7
23	58	172	7	2	1	12	1	2	3	3	1	3	4	2	2	2	3	2	6	6	3	5	2	3	6	7	3	6
18	62	180	6	1	NA	NA	1	2	2	1	1	1	4	4	3	4	2	3	4	4	4	5	5	4	4	4	4	5
19	57	177	7	1	NA	NA	1	2	1	4	3	3	5	5	1	4	4	3	2	3	4	4	5	5	2	6	6	5
23	95	182	6	1	NA	NA	1	1	NA	2	3	2	2	4	4	5	2	2	1	1	6	8	8	1	1	6	3	8
23	62	178	6	2	2	12	1	2	1	1	1	1	4	2	4	2	2	1	7	3	3	3	5	6	6	6	4	5
19	67	171	6	2	1	15	1	1	NA	2	1	1	3	1	4	1	2	1	2	2	3	5	4	3	5	4	3	7
29	60	177	7	2	1	14	1	2	1	1	1	1	4	3	3	3	2	2	5	4	4	4	4	5	5	5	5	5
21	54	163	7	2	NA	15	1	2	1	1	1	1	1	1	5	2	1	2	4	1	4	4	5	6	3	6	5	6
22	69	178	7	2	1	16	1	1	NA	2	1	1	1	2	5	1	1	1	6	5	3	2	3	2	3	5	2	4
20	65	173	6	2	1	13	1	1	NA	2	2	2	4	1	3	2	2	1	6	3	7	2	3	6	5	7	6	6
23	60	178	7	2	1	13	1	1	NA	2	4	2	3	3	5	2	1	1	6	4	3	3	3	4	3	6	3	3
23	49	163	7	2	1	16	1	1	NA	2	2	2	3	1	4	2	1	1	6	4	4	4	4	5	7	4	4	7
19	57	168	7	2	1	13	4	2	1	1	1	1	4	2	5	3	1	1	2	2	1	4	2	6	5	6	2	1
21	70	170	7	2	2	13	3	2	1	1	1	1	5	4	1	2	2	1	3	3	3	2	5	4	3	6	4	6
27	80	188	7	1	NA	NA	1	1	NA	2	1	1	4	2	2	5	3	5	3	3	2	5	5	5	3	3	3	6
25	73.5	187	8	1	NA	NA	1	2	1	2	1	1	4	4	2	2	2	1	5	4	3	5	6	4	6	5	6	6
24	63	172	4	2	1	14	1	1	NA	2	4	4	5	1	1	3	3	2	3	2	4	4	5	4	5	5	4	6
19	56	165	8	2	1	12	1	1	NA	2	1	1	3	2	4	2	1	1	4	3	4	3	4	4	5	3	4	4
22	61	156	4	2	1	13	1	2	1	1	2	1	4	3	4	3	4	2	5	4	6	5	5	6	2	6	3	5
21	75	172	7	2	1	15	1	2	3	1	1	1	5	4	4	2	2	1	2	7	2	4	3	4	4	5	3	6
21	82	162	6	2	1	13	2	2	1	1	1	1	5	4	2	2	2	2	6	3	3	2	5	6	4	6	2	7
24	80	185	8	1	NA	NA	1	2	1	3	3	4	4	3	2	5	5	5	2	7	5	5	8	3	1	4	2	6
26	86	168	6	2	2	12	1	2	1	1	1	1	5	5	4	4	2	3	5	4	2	2	6	6	6	6	2	2
20	71	192	7	1	NA	NA	1	2	1	1	1	1	5	4	2	2	3	3	3	7	6	3	6	4	5	6	2	5
20	80	185	7	1	NA	NA	1	1	NA	2	1	1	4	2	2	3	2	2	2	2	6	6	7	2	2	3	3	6
21	55	170	6	2	1	12	1	1	NA	2	1	1	4	2	3	2	2	2	7	2	2	2	7	2	7	7	2	5
21	62	187	8	1	NA	NA	1	1	NA	2	1	1	4	4	1	4	2	4	4	5	5	6	6	4	3	4	4	7
24	74	166	7	2	1	14	1	2	1	2	1	2	4	3	2	3	3	2	3	2	1	2	4	4	5	6	3	3
19	80	163	2	2	1	12	1	2	1	1	1	1	3	3	4	3	3	2	1	1	3	6	1	1	1	8	1	8
18	65	179	5	2	1	14	1	2	3	1	1	1	3	2	4	3	3	3	5	3	4	5	3	6	2	6	3	2
23	67	170	6	2	1	12	1	2	3	2	2	1	4	2	3	3	2	2	7	2	4	5	3	7	3	7	2	7
27	82	150	7	2	1	9	1	1	NA	4	4	4	4	3	4	3	3	2	4	1	5	4	8	6	6	5	2	1
24	85	190	7	1	NA	NA	3	2	2	4	5	4	5	5	1	4	3	5	6	4	4	1	6	6	7	5	8	2
26	82	180	6	1	NA	NA	1	1	NA	2	1	1	2	1	2	3	2	3	3	5	2	2	3	6	4	7	5	5
20	56	174	6	2	1	13	1	2	3	1	1	1	4	1	4	1	1	1	4	4	6	4	4	5	4	5	4	6
26	51	150	7	2	1	12	1	1	NA	2	4	5	4	2	3	4	4	3	6	4	4	4	5	6	4	5	4	4
18	70	172	6	2	2	13	1	2	3	2	2	2	2	1	4	3	2	2	3	4	5	4	5	4	6	4	4	6
24	58	170	7	2	1	14	1	2	1	3	3	4	4	4	2	2	3	2	6	3	3	3	6	3	6	6	4	7
22	85	188	6	1	NA	NA	1	1	NA	2	1	1	4	3	1	2	1	1	8	8	8	8	8	8	8	5	4	4
26	72	177	8	2	1	13	1	2	1	2	3	2	4	4	3	4	3	2	7	4	4	4	5	7	5	5	4	5
23	59	178	7	2	1	13	1	1	NA	2	1	1	3	1	2	2	1	2	5	2	3	4	5	2	3	6	4	5
26	81	184	7	1	NA	NA	1	2	1	5	5	5	5	5	1	5	4	4	4	5	5	5	5	4	4	5	4	5
20	74	168	4	2	2	12	1	2	1	1	1	1	4	1	2	4	2	3	6	3	3	4	6	6	6	6	3	6
22	53	173	3	2	1	14	1	1	NA	2	1	1	5	3	1	2	1	1	6	4	4	3	5	6	6	5	4	3
20	104	186	6	1	NA	NA	1	1	NA	2	3	2	3	1	4	2	1	1	5	2	2	4	5	3	2	7	3	6
23	80	186	7	1	NA	NA	3	1	NA	2	1	1	3	2	4	2	2	1	6	2	4	3	2	6	6	6	8	2
18	65	172	7	2	1	14	1	2	2	1	1	1	4	4	3	4	4	4	8	1	1	1	8	8	1	5	4	5
19	57	173	7	2	1	12	1	2	3	2	1	1	5	3	1	3	2	2	5	2	3	2	5	5	6	6	3	5
23	69	175	7	1	NA	NA	1	2	3	3	3	2	4	3	2	5	4	5	3	2	3	4	7	6	3	2	3	6
28	82	172	6	2	1	13	1	1	NA	2	5	3	4	5	1	1	1	1	4	4	4	4	5	5	4	5	4	5
20	55	163	7	2	1	14	1	1	NA	3	1	1	2	2	2	2	1	1	4	3	4	2	5	5	4	5	3	5
21	75	152	3	2	1	10	1	1	NA	2	1	1	3	2	3	2	2	1	6	3	3	3	6	2	3	6	2	6
22	75	185	7	1	NA	NA	1	2	3	1	2	3	5	5	1	2	3	1	3	6	5	4	5	3	2	4	3	7
25	60	175	7	2	1	14	1	1	NA	2	1	1	3	2	4	2	2	2	5	4	3	2	4	7	5	7	4	6
19	62	167	7	2	1	15	2	1	NA	2	1	1	1	1	5	1	1	1	4	4	4	5	5	4	5	5	4	5
23	71	177	7	2	1	14	1	1	NA	2	5	4	2	2	2	2	2	2	2	2	3	4	3	3	2	5	5	5
23	70	170	8	2	2	12	2	2	1	4	4	3	4	4	2	1	1	1	8	5	4	1	3	4	5	5	4	4
20	60	165	2	2	1	12	1	1	NA	2	2	1	3	1	5	2	1	1	7	2	2	1	5	5	5	5	4	5
19	85	172	6	2	1	11	1	2	1	1	1	1	4	3	3	2	2	3	5	4	3	3	6	4	6	6	2	5
21	70	188	7	1	NA	NA	1	2	1	2	1	1	4	2	1	3	2	3	6	6	7	5	2	3	3	6	3	3
30	68	180	7	1	NA	NA	1	1	NA	2	3	3	4	4	3	4	2	4	4	6	4	4	5	3	3	6	3	6
23	118	186	6	1	NA	NA	2	1	NA	2	4	4	5	2	4	4	4	4	4	3	5	6	6	3	3	3	2	5
19	59	162	7	2	1	11	1	1	NA	1	1	1	2	2	4	2	2	1	5	4	6	3	3	5	6	6	3	3
21	80	178	4	1	NA	NA	1	2	1	1	1	1	4	4	3	3	2	3	3	2	5	5	4	3	6	2	6	2
21	54	161	6	2	2	12	1	1	NA	2	2	1	4	4	2	2	1	1	3	2	3	3	5	5	6	5	4	5
